dataset,variant,attack,attack_seed,calibration_rows_per_group,evaluation_rows_per_group,latent_draws,calibration_raw_auc,orientation_selected_on_calibration,calibration_threshold,evaluation_auc,evaluation_accuracy,evaluation_balanced_accuracy,evaluation_tpr_at_calibrated_threshold,evaluation_fpr_at_calibrated_threshold,evaluation_membership_advantage,tpr_at_fpr_0.001,tpr_at_fpr_0.01,tpr_at_fpr_0.05
heartplus,dp_eps16,released_discriminator_score,606,1000,1000,0,0.5099675,1,0.4160080850124359,0.509788,0.5015,0.5015,0.721,0.718,0.0030000000000000027,0.005,0.009,0.047
heartplus,dp_eps8,single_draw_loss_threshold,606,1000,1000,16,0.510008,1,-0.9849198460578918,0.489402,0.497,0.497,0.514,0.52,-0.006000000000000005,0.002,0.008,0.04
heartplus,dp_eps8,multi_draw_reconstruction,606,1000,1000,16,0.518812,1,-0.4924716353416443,0.489944,0.4905,0.49050000000000005,0.465,0.484,-0.01899999999999996,0.003,0.006,0.043
heartplus,dp_eps8,multi_draw_mean_objective,606,1000,1000,16,0.515703,1,-0.7488803267478943,0.489985,0.495,0.495,0.414,0.424,-0.010000000000000009,0.002,0.008,0.044
heartplus,dp_eps8,calibrated_gaussian_reconstruction_likelihood,606,1000,1000,16,0.5188125,1,0.03561739840142908,0.48994400000000005,0.4905,0.49050000000000005,0.465,0.484,-0.01899999999999996,0.003,0.006,0.043
heartplus,dp_eps8,released_discriminator_score,606,1000,1000,0,0.5060555,1,-0.37690141797065735,0.510607,0.51,0.51,0.797,0.777,0.020000000000000018,0.002,0.012,0.053
heartplus,dp_eps4,single_draw_loss_threshold,606,1000,1000,16,0.514534,1,-0.7574892640113831,0.491505,0.489,0.489,0.418,0.44,-0.02200000000000002,0.0,0.003,0.043
heartplus,dp_eps4,multi_draw_reconstruction,606,1000,1000,16,0.519469,1,-1.1207239627838135,0.491666,0.4875,0.48750000000000004,0.66,0.685,-0.025000000000000022,0.0,0.004,0.044
heartplus,dp_eps4,multi_draw_mean_objective,606,1000,1000,16,0.518261,1,-1.1655797958374023,0.48684799999999995,0.4835,0.48350000000000004,0.551,0.584,-0.03299999999999992,0.001,0.009,0.05
heartplus,dp_eps4,calibrated_gaussian_reconstruction_likelihood,606,1000,1000,16,0.5194695,1,0.012822504553331948,0.491667,0.4875,0.48750000000000004,0.66,0.685,-0.025000000000000022,0.0,0.004,0.044
heartplus,dp_eps4,released_discriminator_score,606,1000,1000,0,0.5092274999999999,1,1.380568504333496,0.5097309999999999,0.493,0.493,0.663,0.677,-0.014000000000000012,0.002,0.01,0.04
heartplus,dp_eps2,single_draw_loss_threshold,606,1000,1000,16,0.523626,1,-1.1384871006011963,0.5015879999999999,0.495,0.495,0.685,0.695,-0.009999999999999898,0.002,0.009,0.058
heartplus,dp_eps2,multi_draw_reconstruction,606,1000,1000,16,0.517744,1,-0.12895402312278748,0.49243899999999996,0.5025,0.5025000000000001,0.335,0.33,0.0050000000000000044,0.002,0.013,0.044
heartplus,dp_eps2,multi_draw_mean_objective,606,1000,1000,16,0.520692,1,-1.1041682958602905,0.49469599999999997,0.492,0.492,0.679,0.695,-0.015999999999999903,0.0,0.004,0.048
heartplus,dp_eps2,calibrated_gaussian_reconstruction_likelihood,606,1000,1000,16,0.5186035,1,0.0525818215056138,0.4927785,0.5025,0.5025000000000001,0.335,0.33,0.0050000000000000044,0.0,0.011,0.055
heartplus,dp_eps2,released_discriminator_score,606,1000,1000,0,0.5106305,1,-0.6681463122367859,0.511327,0.5095,0.5095,0.838,0.819,0.019000000000000017,0.003,0.008,0.047
heartplus,countergan,single_draw_loss_threshold,707,1000,1000,16,0.5146649999999999,1,-0.10655532032251358,0.482328,0.4945,0.4945,0.218,0.229,-0.01100000000000001,0.002,0.008,0.05
heartplus,countergan,multi_draw_reconstruction,707,1000,1000,16,0.511143,1,-0.10188588500022888,0.482508,0.4955,0.49549999999999994,0.3,0.309,-0.009000000000000008,0.005,0.011,0.042
heartplus,countergan,multi_draw_mean_objective,707,1000,1000,16,0.509849,1,-0.10301810503005981,0.479204,0.4965,0.49649999999999994,0.178,0.185,-0.007000000000000006,0.002,0.014,0.056
heartplus,countergan,calibrated_gaussian_reconstruction_likelihood,707,1000,1000,16,0.5209755,1,-0.04390503411292512,0.5103825,0.5005,0.5005,0.397,0.396,0.0010000000000000009,0.002,0.013,0.068
heartplus,countergan,released_discriminator_score,707,1000,1000,0,0.48094500000000007,-1,-2.5994484424591064,0.4861505,0.494,0.494,0.368,0.38,-0.01200000000000001,0.001,0.007,0.051
heartplus,dp_eps16,single_draw_loss_threshold,707,1000,1000,16,0.49131100000000005,-1,1.3810631036758423,0.500971,0.502,0.502,0.387,0.383,0.0040000000000000036,0.003,0.009,0.036
heartplus,dp_eps16,multi_draw_reconstruction,707,1000,1000,16,0.4940129999999999,-1,1.318422794342041,0.49904099999999996,0.4985,0.49850000000000005,0.33,0.333,-0.0030000000000000027,0.0,0.005,0.039
heartplus,dp_eps16,multi_draw_mean_objective,707,1000,1000,16,0.49416,-1,1.6656001806259155,0.49801799999999996,0.5015,0.5015000000000001,0.323,0.32,0.0030000000000000027,0.001,0.007,0.041
heartplus,dp_eps16,calibrated_gaussian_reconstruction_likelihood,707,1000,1000,16,0.505984,1,0.0017293616602332001,0.49904,0.4985,0.49850000000000005,0.33,0.333,-0.0030000000000000027,0.0,0.005,0.039
heartplus,dp_eps16,released_discriminator_score,707,1000,1000,0,0.49247700000000005,-1,-0.8410656452178955,0.48518949999999994,0.486,0.486,0.305,0.333,-0.028000000000000025,0.0,0.015,0.047
heartplus,dp_eps8,single_draw_loss_threshold,707,1000,1000,16,0.5000705,1,-0.5267284512519836,0.49896399999999996,0.5035,0.5035000000000001,0.353,0.346,0.007000000000000006,0.003,0.011,0.048
heartplus,dp_eps8,multi_draw_reconstruction,707,1000,1000,16,0.498337,-1,0.7995808124542236,0.49735399999999996,0.494,0.494,0.394,0.406,-0.01200000000000001,0.003,0.014,0.059
heartplus,dp_eps8,multi_draw_mean_objective,707,1000,1000,16,0.496799,-1,1.3538175821304321,0.49923799999999996,0.5035,0.5035000000000001,0.344,0.337,0.006999999999999951,0.003,0.016,0.051
heartplus,dp_eps8,calibrated_gaussian_reconstruction_likelihood,707,1000,1000,16,0.501665,1,0.0011993543331027534,0.497351,0.494,0.494,0.394,0.406,-0.01200000000000001,0.003,0.014,0.059
heartplus,dp_eps8,released_discriminator_score,707,1000,1000,0,0.495145,-1,-2.336108446121216,0.48924449999999997,0.48,0.48,0.412,0.452,-0.040000000000000036,0.001,0.01,0.039
heartplus,dp_eps4,single_draw_loss_threshold,707,1000,1000,16,0.50118,1,-0.42193403840065,0.49024,0.4995,0.49950000000000006,0.318,0.319,-0.0010000000000000009,0.001,0.016,0.053
heartplus,dp_eps4,multi_draw_reconstruction,707,1000,1000,16,0.502398,1,-0.1013527363538742,0.493345,0.4945,0.49450000000000005,0.193,0.204,-0.010999999999999982,0.001,0.012,0.055
heartplus,dp_eps4,multi_draw_mean_objective,707,1000,1000,16,0.496883,-1,1.341166377067566,0.505341,0.5005,0.5005,0.394,0.393,0.0010000000000000009,0.001,0.007,0.051
heartplus,dp_eps4,calibrated_gaussian_reconstruction_likelihood,707,1000,1000,16,0.5004584999999999,1,0.003317620814065919,0.50207,0.501,0.501,0.16,0.158,0.0020000000000000018,0.0,0.014,0.057
heartplus,dp_eps4,released_discriminator_score,707,1000,1000,0,0.49529599999999996,-1,-1.416524887084961,0.4903475,0.4945,0.4945,0.356,0.367,-0.01100000000000001,0.001,0.012,0.048
heartplus,dp_eps2,single_draw_loss_threshold,707,1000,1000,16,0.506251,1,-0.20494449138641357,0.485371,0.5,0.5,0.278,0.278,0.0,0.002,0.011,0.044
heartplus,dp_eps2,multi_draw_reconstruction,707,1000,1000,16,0.498421,-1,0.49407958984375,0.5125350000000001,0.5125,0.5125,0.42,0.395,0.024999999999999967,0.001,0.007,0.051
heartplus,dp_eps2,multi_draw_mean_objective,707,1000,1000,16,0.497921,-1,0.7199381589889526,0.508669,0.503,0.503,0.499,0.493,0.006000000000000005,0.0,0.007,0.055
heartplus,dp_eps2,calibrated_gaussian_reconstruction_likelihood,707,1000,1000,16,0.5031565,1,-0.02248212468809052,0.510692,0.5125,0.5125,0.42,0.395,0.024999999999999967,0.001,0.007,0.051
heartplus,dp_eps2,released_discriminator_score,707,1000,1000,0,0.48861499999999997,-1,-2.3269145488739014,0.4911105,0.491,0.491,0.425,0.443,-0.018000000000000016,0.001,0.011,0.043
heartplus,countergan,single_draw_loss_threshold,808,1000,1000,16,0.506994,1,-0.5103591680526733,0.522921,0.5135,0.5135000000000001,0.792,0.765,0.027000000000000024,0.002,0.012,0.059
heartplus,countergan,multi_draw_reconstruction,808,1000,1000,16,0.5144120000000001,1,-0.5186329483985901,0.5235690000000001,0.51,0.51,0.813,0.793,0.019999999999999907,0.003,0.022,0.066
heartplus,countergan,multi_draw_mean_objective,808,1000,1000,16,0.5072019999999999,1,-0.6257638335227966,0.520445,0.506,0.506,0.819,0.807,0.0119999999999999,0.0,0.018,0.058
heartplus,countergan,calibrated_gaussian_reconstruction_likelihood,808,1000,1000,16,0.5233725,1,0.0738466148859811,0.5101415,0.51,0.51,0.813,0.793,0.019999999999999907,0.003,0.02,0.049
heartplus,countergan,released_discriminator_score,808,1000,1000,0,0.470226,-1,-4.6118035316467285,0.4915045,0.494,0.494,0.706,0.718,-0.01200000000000001,0.002,0.01,0.042
heartplus,dp_eps16,single_draw_loss_threshold,808,1000,1000,16,0.518115,1,-2.3936362266540527,0.520734,0.508,0.508,0.874,0.858,0.016000000000000014,0.01,0.022,0.085
heartplus,dp_eps16,multi_draw_reconstruction,808,1000,1000,16,0.520444,1,-1.9344080686569214,0.5203789999999999,0.507,0.507,0.834,0.82,0.014000000000000012,0.017,0.032,0.064
heartplus,dp_eps16,multi_draw_mean_objective,808,1000,1000,16,0.5218259999999999,1,-2.1826605796813965,0.521033,0.5115,0.5115,0.827,0.804,0.02299999999999991,0.004,0.028,0.073
heartplus,dp_eps16,calibrated_gaussian_reconstruction_likelihood,808,1000,1000,16,0.5290060000000001,1,-0.11902280550184074,0.5077989999999999,0.507,0.507,0.834,0.82,0.014000000000000012,0.004,0.008,0.05
heartplus,dp_eps16,released_discriminator_score,808,1000,1000,0,0.49705,-1,-1.0660336017608643,0.5169355,0.5155,0.5155000000000001,0.345,0.314,0.030999999999999972,0.001,0.005,0.052
heartplus,dp_eps8,single_draw_loss_threshold,808,1000,1000,16,0.5204439999999999,1,-1.5942851305007935,0.522016,0.513,0.513,0.749,0.723,0.026000000000000023,0.001,0.011,0.064
heartplus,dp_eps8,multi_draw_reconstruction,808,1000,1000,16,0.523697,1,-1.2435327768325806,0.520589,0.516,0.516,0.777,0.745,0.03200000000000003,0.0,0.011,0.075
heartplus,dp_eps8,multi_draw_mean_objective,808,1000,1000,16,0.52455,1,-1.7915878295898438,0.522181,0.5175,0.5175000000000001,0.805,0.77,0.03500000000000003,0.002,0.022,0.076
heartplus,dp_eps8,calibrated_gaussian_reconstruction_likelihood,808,1000,1000,16,0.532173,1,-0.02452099274709235,0.508158,0.516,0.516,0.777,0.745,0.03200000000000003,0.003,0.013,0.049
heartplus,dp_eps8,released_discriminator_score,808,1000,1000,0,0.49637,-1,-1.2657725811004639,0.5124025,0.514,0.514,0.339,0.311,0.028000000000000025,0.001,0.006,0.04
heartplus,dp_eps4,single_draw_loss_threshold,808,1000,1000,16,0.522763,1,-1.8270422220230103,0.5165770000000001,0.505,0.505,0.756,0.746,0.010000000000000009,0.01,0.018,0.07
heartplus,dp_eps4,multi_draw_reconstruction,808,1000,1000,16,0.517921,1,-1.6889939308166504,0.520999,0.5135,0.5135,0.821,0.794,0.026999999999999913,0.011,0.027,0.082
heartplus,dp_eps4,multi_draw_mean_objective,808,1000,1000,16,0.526469,1,-1.8089220523834229,0.521775,0.514,0.514,0.769,0.741,0.028000000000000025,0.005,0.023,0.084
heartplus,dp_eps4,calibrated_gaussian_reconstruction_likelihood,808,1000,1000,16,0.540532,1,-0.08920635062579518,0.49697800000000003,0.5135,0.5135,0.821,0.794,0.026999999999999913,0.002,0.011,0.048
heartplus,dp_eps4,released_discriminator_score,808,1000,1000,0,0.498528,-1,-1.1378246545791626,0.5161555,0.515,0.515,0.336,0.306,0.030000000000000027,0.001,0.002,0.045
heartplus,dp_eps2,single_draw_loss_threshold,808,1000,1000,16,0.5209130000000001,1,-1.0101747512817383,0.527833,0.518,0.518,0.664,0.628,0.03600000000000003,0.004,0.015,0.066
heartplus,dp_eps2,multi_draw_reconstruction,808,1000,1000,16,0.515708,1,-1.0674309730529785,0.526581,0.5145,0.5145,0.841,0.812,0.028999999999999915,0.005,0.019,0.071
heartplus,dp_eps2,multi_draw_mean_objective,808,1000,1000,16,0.524214,1,-1.2786362171173096,0.527134,0.52,0.52,0.774,0.734,0.040000000000000036,0.007,0.022,0.077
heartplus,dp_eps2,calibrated_gaussian_reconstruction_likelihood,808,1000,1000,16,0.525678,1,-0.057788932838863105,0.510184,0.5145,0.5145,0.841,0.812,0.028999999999999915,0.003,0.007,0.04
heartplus,dp_eps2,released_discriminator_score,808,1000,1000,0,0.48989799999999994,-1,-1.7699100971221924,0.5155115,0.507,0.507,0.37,0.356,0.014000000000000012,0.0,0.004,0.053
heartplus,countergan,single_draw_loss_threshold,909,1000,1000,16,0.48351,-1,0.10060400515794754,0.512081,0.5115,0.5115,0.83,0.807,0.02299999999999991,0.001,0.012,0.039
heartplus,countergan,multi_draw_reconstruction,909,1000,1000,16,0.495967,-1,0.1879129260778427,0.511622,0.4995,0.49950000000000006,0.319,0.32,-0.0010000000000000009,0.002,0.014,0.045
heartplus,countergan,multi_draw_mean_objective,909,1000,1000,16,0.482907,-1,0.10593348741531372,0.511217,0.515,0.515,0.817,0.787,0.029999999999999916,0.001,0.011,0.042
heartplus,countergan,calibrated_gaussian_reconstruction_likelihood,909,1000,1000,16,0.5067695,1,-0.02327775858966319,0.4899865000000001,0.4895,0.48950000000000005,0.513,0.534,-0.02100000000000002,0.002,0.014,0.045
heartplus,countergan,released_discriminator_score,909,1000,1000,0,0.4991475000000001,-1,-3.620732545852661,0.5067515,0.498,0.498,0.559,0.563,-0.0039999999999998925,0.002,0.009,0.068
heartplus,dp_eps16,single_draw_loss_threshold,909,1000,1000,16,0.490563,-1,1.537553310394287,0.499748,0.4925,0.49250000000000005,0.322,0.337,-0.015000000000000013,0.002,0.01,0.051
heartplus,dp_eps16,multi_draw_reconstruction,909,1000,1000,16,0.49643199999999993,-1,1.710990309715271,0.493042,0.499,0.499,0.206,0.208,-0.0020000000000000018,0.002,0.014,0.043
heartplus,dp_eps16,multi_draw_mean_objective,909,1000,1000,16,0.49021699999999996,-1,2.07822847366333,0.49562900000000004,0.499,0.499,0.209,0.211,-0.0020000000000000018,0.002,0.012,0.054
heartplus,dp_eps16,calibrated_gaussian_reconstruction_likelihood,909,1000,1000,16,0.5021035,1,0.006743316508859815,0.5011880000000001,0.499,0.499,0.206,0.208,-0.0020000000000000018,0.002,0.014,0.043
heartplus,dp_eps16,released_discriminator_score,909,1000,1000,0,0.4965325,-1,-7.9919867515563965,0.4872905,0.503,0.503,0.894,0.888,0.006000000000000005,0.003,0.006,0.061
heartplus,dp_eps8,single_draw_loss_threshold,909,1000,1000,16,0.48733799999999994,-1,0.7001644372940063,0.49446199999999996,0.494,0.494,0.589,0.601,-0.01200000000000001,0.002,0.01,0.044
heartplus,dp_eps8,multi_draw_reconstruction,909,1000,1000,16,0.489789,-1,1.1119635105133057,0.49309800000000004,0.4925,0.4925,0.256,0.271,-0.015000000000000013,0.001,0.009,0.054
heartplus,dp_eps8,multi_draw_mean_objective,909,1000,1000,16,0.490217,-1,1.7638766765594482,0.490708,0.5015,0.5015000000000001,0.209,0.206,0.0030000000000000027,0.005,0.007,0.052
heartplus,dp_eps8,calibrated_gaussian_reconstruction_likelihood,909,1000,1000,16,0.510211,1,0.012807710269471806,0.49309800000000004,0.4925,0.4925,0.256,0.271,-0.015000000000000013,0.001,0.009,0.054
heartplus,dp_eps8,released_discriminator_score,909,1000,1000,0,0.5013895,1,-0.9530117511749268,0.5067685,0.4975,0.4975,0.824,0.829,-0.0050000000000000044,0.001,0.01,0.056
heartplus,dp_eps4,single_draw_loss_threshold,909,1000,1000,16,0.487188,-1,2.431441068649292,0.49209600000000003,0.5015,0.5015000000000001,0.124,0.121,0.0030000000000000027,0.003,0.013,0.054
heartplus,dp_eps4,multi_draw_reconstruction,909,1000,1000,16,0.49425500000000006,-1,1.9993696212768555,0.492595,0.511,0.511,0.147,0.125,0.021999999999999992,0.004,0.011,0.055
heartplus,dp_eps4,multi_draw_mean_objective,909,1000,1000,16,0.49206099999999997,-1,1.4613088369369507,0.492649,0.492,0.492,0.332,0.348,-0.01599999999999996,0.003,0.009,0.049
heartplus,dp_eps4,calibrated_gaussian_reconstruction_likelihood,909,1000,1000,16,0.49915750000000003,-1,0.029945084932396088,0.4978425,0.4995,0.4995,0.159,0.16,-0.0010000000000000009,0.001,0.009,0.044
heartplus,dp_eps4,released_discriminator_score,909,1000,1000,0,0.4990375,-1,-7.167230606079102,0.4881765,0.4965,0.4965,0.877,0.884,-0.007000000000000006,0.004,0.007,0.071
heartplus,dp_eps2,single_draw_loss_threshold,909,1000,1000,16,0.497021,-1,0.055620912462472916,0.49673100000000003,0.5015,0.5015,0.963,0.96,0.0030000000000000027,0.005,0.017,0.05
heartplus,dp_eps2,multi_draw_reconstruction,909,1000,1000,16,0.4944,-1,0.04561799019575119,0.5000070000000001,0.5095,0.5095000000000001,0.921,0.902,0.019000000000000017,0.005,0.016,0.057
heartplus,dp_eps2,multi_draw_mean_objective,909,1000,1000,16,0.49816000000000005,-1,2.0022571086883545,0.48790600000000006,0.5045,0.5045000000000001,0.089,0.08,0.008999999999999994,0.006,0.014,0.062
heartplus,dp_eps2,calibrated_gaussian_reconstruction_likelihood,909,1000,1000,16,0.4997839999999999,-1,0.02981691969228406,0.513841,0.5115,0.5115,0.575,0.552,0.02299999999999991,0.006,0.011,0.05
heartplus,dp_eps2,released_discriminator_score,909,1000,1000,0,0.5020485,1,1.719001054763794,0.5076735,0.513,0.513,0.653,0.627,0.026000000000000023,0.002,0.009,0.051
heartplus,countergan,single_draw_loss_threshold,1010,1000,1000,16,0.523288,1,-0.1614096760749817,0.5046195,0.507,0.507,0.498,0.484,0.014000000000000012,0.001,0.004,0.029
heartplus,countergan,multi_draw_reconstruction,1010,1000,1000,16,0.51877,1,-0.12000605463981628,0.500505,0.497,0.497,0.408,0.414,-0.006000000000000005,0.001,0.004,0.028
heartplus,countergan,multi_draw_mean_objective,1010,1000,1000,16,0.515409,1,-0.14775428175926208,0.5040629999999999,0.5005,0.5005,0.42,0.419,0.0010000000000000009,0.001,0.003,0.032
heartplus,countergan,calibrated_gaussian_reconstruction_likelihood,1010,1000,1000,16,0.4931635,-1,-0.1209596636689606,0.48417899999999997,0.489,0.489,0.67,0.692,-0.02199999999999991,0.0,0.002,0.032
heartplus,countergan,released_discriminator_score,1010,1000,1000,0,0.488704,-1,-1.3169434070587158,0.5124905,0.512,0.512,0.208,0.184,0.023999999999999994,0.0,0.007,0.069
heartplus,dp_eps16,single_draw_loss_threshold,1010,1000,1000,16,0.5041715,1,-0.20008039474487305,0.513314,0.5025,0.5025000000000001,0.202,0.197,0.0050000000000000044,0.0,0.006,0.035
heartplus,dp_eps16,multi_draw_reconstruction,1010,1000,1000,16,0.508696,1,-0.12729640305042267,0.507754,0.496,0.496,0.206,0.214,-0.008000000000000007,0.002,0.007,0.041
heartplus,dp_eps16,multi_draw_mean_objective,1010,1000,1000,16,0.510775,1,-1.4054813385009766,0.510518,0.5085,0.5085,0.624,0.607,0.017000000000000015,0.003,0.004,0.035
heartplus,dp_eps16,calibrated_gaussian_reconstruction_likelihood,1010,1000,1000,16,0.5041005,1,0.020360113422806136,0.515895,0.509,0.509,0.56,0.542,0.018000000000000016,0.005,0.025,0.077
heartplus,dp_eps16,released_discriminator_score,1010,1000,1000,0,0.49268999999999996,-1,-0.3833109438419342,0.5060125,0.4995,0.49949999999999994,0.284,0.285,-0.0010000000000000009,0.003,0.006,0.06
heartplus,dp_eps8,single_draw_loss_threshold,1010,1000,1000,16,0.502527,1,-0.12200451642274857,0.5014580000000001,0.493,0.493,0.115,0.129,-0.013999999999999999,0.001,0.007,0.051
heartplus,dp_eps8,multi_draw_reconstruction,1010,1000,1000,16,0.510649,1,-0.05094157159328461,0.508964,0.496,0.49600000000000005,0.058,0.066,-0.008,0.0,0.004,0.04
heartplus,dp_eps8,multi_draw_mean_objective,1010,1000,1000,16,0.506513,1,-0.13466666638851166,0.507653,0.496,0.496,0.101,0.109,-0.007999999999999993,0.001,0.005,0.045
heartplus,dp_eps8,calibrated_gaussian_reconstruction_likelihood,1010,1000,1000,16,0.49830949999999996,-1,-0.025880446567425053,0.4817830000000001,0.4855,0.48550000000000004,0.644,0.673,-0.029000000000000026,0.001,0.007,0.041
heartplus,dp_eps8,released_discriminator_score,1010,1000,1000,0,0.48861699999999997,-1,-0.4394700527191162,0.5063165,0.5105,0.5105,0.277,0.256,0.02100000000000002,0.003,0.006,0.058
heartplus,dp_eps4,single_draw_loss_threshold,1010,1000,1000,16,0.509496,1,-0.19709445536136627,0.511888,0.507,0.507,0.215,0.201,0.013999999999999985,0.003,0.004,0.032
heartplus,dp_eps4,multi_draw_reconstruction,1010,1000,1000,16,0.5074035,1,-1.507763147354126,0.510383,0.508,0.508,0.758,0.742,0.016000000000000014,0.005,0.01,0.031
heartplus,dp_eps4,multi_draw_mean_objective,1010,1000,1000,16,0.508678,1,-1.4264698028564453,0.510318,0.508,0.508,0.635,0.619,0.016000000000000014,0.001,0.006,0.032
heartplus,dp_eps4,calibrated_gaussian_reconstruction_likelihood,1010,1000,1000,16,0.505923,1,-0.011363777111862677,0.518389,0.508,0.508,0.758,0.742,0.016000000000000014,0.002,0.008,0.052
heartplus,dp_eps4,released_discriminator_score,1010,1000,1000,0,0.492693,-1,-1.0885465145111084,0.5055725,0.5045,0.5045000000000001,0.329,0.32,0.009000000000000008,0.002,0.008,0.063
heartplus,dp_eps2,single_draw_loss_threshold,1010,1000,1000,16,0.502059,1,-0.14249886572360992,0.5049699999999999,0.4965,0.49649999999999994,0.178,0.185,-0.007000000000000006,0.003,0.005,0.037
heartplus,dp_eps2,multi_draw_reconstruction,1010,1000,1000,16,0.514723,1,-0.08523406088352203,0.5078820000000001,0.505,0.505,0.222,0.212,0.010000000000000009,0.003,0.01,0.039
heartplus,dp_eps2,multi_draw_mean_objective,1010,1000,1000,16,0.511573,1,-0.15501096844673157,0.50696,0.506,0.506,0.15,0.138,0.011999999999999983,0.002,0.007,0.046
heartplus,dp_eps2,calibrated_gaussian_reconstruction_likelihood,1010,1000,1000,16,0.494841,-1,-0.05398273242910406,0.5004615000000001,0.497,0.497,0.645,0.651,-0.006000000000000005,0.0,0.002,0.035
heartplus,dp_eps2,released_discriminator_score,1010,1000,1000,0,0.48926899999999995,-1,-1.7848408222198486,0.5066195,0.505,0.505,0.379,0.369,0.010000000000000009,0.001,0.01,0.055
